actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,director_facebook_likes,movie_facebook_likes,imdb_score
0.5166908386309566,0.5784382875985306,0.6722029032891603,0.6333267388718941,0.0,0.8152004784240093,7.9
0.7926140787830724,0.7201034115008713,0.6878008240741363,0.8052406681250013,0.6306006468671954,0.0,7.1
0.6960501919104722,0.5050678767623978,0.5059522187076114,0.699314995317127,0.0,0.8893332454128174,6.8
0.7632150198607132,0.8491269437364323,1.0,0.864375126131605,0.9955739661159113,0.9408277270800833,8.5
0.4833091613690435,0.5452344626627821,0.6245863960389024,0.5625442932634331,0.6136773568313193,0.7902488179416848,6.6
0.7544050066202377,0.7867651417518055,0.8258332767999497,0.8016102250578704,0.0,0.0,6.2
0.49990644318977606,0.5339447796404116,0.5624647920001816,0.5687738938020366,0.2696388457216287,0.8050764103438576,7.8
0.7603920938987879,0.8414355498271963,0.9809767509151781,0.8532676183446116,0.0,0.9150354948285975,7.5
0.7574584371097971,0.7867651417518055,0.9170677654321819,0.8197890505512534,0.5617611186296582,0.721653613795017,7.5
0.7192493649469623,0.7012372863649844,0.7568170504370431,0.7543384980776979,0.0,0.9551926713062948,6.9
0.7328867730883596,0.778706948860628,0.6776414901238199,0.7695879710058204,0.0,0.0,6.1
0.45712956776584523,0.5090596581703282,0.5948084447066729,0.5682956909657934,0.5953138740534628,0.0,6.7
0.7926140787830724,0.7201034115008713,0.6878008240741363,0.8054503634333484,0.6306006468671954,0.6673437677371145,7.3
0.7926140787830724,0.6426337490052276,0.6878008240741363,0.8011256012978313,0.6306006468671954,0.8445586639995873,6.5
0.7192493649469623,0.6769146207702966,0.6588906291063846,0.7411657552795909,0.0,0.9150354948285975,7.2
0.7478966722147041,0.4544638394537473,0.5280467154327048,0.7487843881985493,0.4363156204467654,0.0,6.6
0.7603920938987879,0.8414355498271963,0.9809767509151781,0.8496915985801887,0.0,0.9182871043859926,8.1
0.7926140787830724,0.7867651417518055,0.6878008240741363,0.8136059869241857,0.550561756960541,0.8593862564017601,6.7
0.6889211181746088,0.5668383398876842,0.6548149154693796,0.7046814100620626,0.5213892142660749,0.830273305910822,6.8
0.6370746378703769,0.5816291203436419,0.6621640786636821,0.6809786094202802,0.0,0.8683140791759055,7.5
0.7192493649469623,0.778706948860628,0.6840468730045036,0.7657522725795222,0.6113444214780497,0.8566367621668141,7.0
0.5080582615858578,0.5734142137232076,0.6575505097176525,0.6035494858148757,0.0,0.7632296880219658,6.7
0.6370746378703769,0.5816291203436419,0.6621640786636821,0.6809786094202802,0.0,0.887467620475773,7.9
0.7240767598478841,0.7355181581300533,0.6878008240741363,0.7532806844258009,0.4838884473420721,0.0,6.1
0.6507120460117739,0.5768885950957124,0.441173626234051,0.6622669318570331,0.0,0.0,7.2
0.768560054613171,0.8071546780621274,0.6648329770788111,0.8002492329704554,0.0,0.7965203678429564,7.7
0.7444170373809901,0.8329737903811005,0.9265577397530047,0.8271001604105477,0.4523729879031682,0.8763278873633992,8.2
0.7140887906086364,0.778706948860628,0.6413209732463999,0.7608518492636541,0.6249614223486029,0.8377411011181003,5.9
0.598865565707542,0.6426337490052276,0.6878008240741363,0.6750913731941802,0.587449047897481,0.9338362406075829,7.0
0.5073836355017789,0.5354599999925588,0.5948084447066729,0.5688838146529756,0.0,0.8845831519687247,7.8
0.7544050066202377,0.7867651417518055,0.8258332767999497,0.7971568242788174,0.0,0.0,7.3
0.7444170373809901,0.7012372863649844,0.7971889548006262,0.7706630093793588,0.6878008240741363,0.8980480570573645,7.2
0.7926140787830724,0.8561766113562714,0.9265577397530047,0.8427936137946648,0.9431912093036524,0.7902488179416848,6.5
0.7407675984788405,0.5660053574578761,0.6300686632285132,0.7454790167940408,0.6014243412291899,0.0,6.8
0.7025585263160058,0.562915077795105,0.6604753209249005,0.717178792005266,0.35953681270925353,0.8377411011181003,7.3
0.5083096858898897,0.5381207905417613,0.6113444214780497,0.6029487339888753,0.0,0.0,6.0
0.5147203445758896,0.580225817875475,0.6665733099544222,0.6189643630312256,0.0,0.8566367621668141,5.7
